asof_date,src,v8_local_industry_id,v8_local_industry_name,v8_parent_id,v8_parent_name,v7_sw_l1_code,v7_sw_l1_name,v7_parent_code,v7_parent_name,mapping_type,manual_review_flag,shared_symbol_count,v8_symbol_count,v7_symbol_count,jaccard_score,coverage_vs_v8,coverage_vs_v7,decision_reason
2026-03-30,SW2014,850711.SI,850711.SI,,,801890.SI,机械设备,0,,ONE_TO_ONE,0,18,18,610,0.029508,1.0,0.029508,high_v8_coverage_single_parent
2026-03-30,SW2014,850713.SI,850713.SI,,,801890.SI,机械设备,0,,ONE_TO_ONE,0,12,12,610,0.019672,1.0,0.019672,high_v8_coverage_single_parent
2026-03-30,SW2014,850715.SI,850715.SI,,,801890.SI,机械设备,0,,ONE_TO_ONE,0,17,17,610,0.027869,1.0,0.027869,high_v8_coverage_single_parent
2026-03-30,SW2014,850716.SI,850716.SI,,,801890.SI,机械设备,0,,ONE_TO_ONE,0,46,46,610,0.07541,1.0,0.07541,high_v8_coverage_single_parent
2026-03-30,SW2014,850721.SI,850721.SI,,,801890.SI,机械设备,0,,ONE_TO_ONE,0,12,12,610,0.019672,1.0,0.019672,high_v8_coverage_single_parent
2026-03-30,SW2014,850725.SI,850725.SI,,,801890.SI,机械设备,0,,ONE_TO_ONE,0,54,54,610,0.088525,1.0,0.088525,high_v8_coverage_single_parent
2026-03-30,SW2014,850726.SI,850726.SI,,,801890.SI,机械设备,0,,ONE_TO_ONE,0,10,10,610,0.016393,1.0,0.016393,high_v8_coverage_single_parent
2026-03-30,SW2014,850727.SI,850727.SI,,,801890.SI,机械设备,0,,ONE_TO_ONE,0,79,79,610,0.129508,1.0,0.129508,high_v8_coverage_single_parent
2026-03-30,SW2014,850728.SI,850728.SI,,,801890.SI,机械设备,0,,ONE_TO_ONE,0,14,14,610,0.022951,1.0,0.022951,high_v8_coverage_single_parent
2026-03-30,SW2014,850731.SI,850731.SI,,,801890.SI,机械设备,0,,ONE_TO_ONE,0,53,53,610,0.086885,1.0,0.086885,high_v8_coverage_single_parent
2026-03-30,SW2014,850741.SI,850741.SI,,,801730.SI,电气设备,0,,ONE_TO_ONE,0,25,25,418,0.059809,1.0,0.059809,high_v8_coverage_single_parent
2026-03-30,SW2014,850751.SI,850751.SI,,,801890.SI,机械设备,0,,ONE_TO_ONE,0,71,71,610,0.116393,1.0,0.116393,high_v8_coverage_single_parent
2026-03-30,SW2014,850771.SI,850771.SI,,,801890.SI,机械设备,0,,ONE_TO_ONE,0,19,19,610,0.031148,1.0,0.031148,high_v8_coverage_single_parent
2026-03-30,SW2014,850772.SI,850772.SI,,,801890.SI,机械设备,0,,ONE_TO_ONE,0,9,9,610,0.014754,1.0,0.014754,high_v8_coverage_single_parent
2026-03-30,SW2014,850781.SI,850781.SI,,,801890.SI,机械设备,0,,ONE_TO_ONE,0,17,17,610,0.027869,1.0,0.027869,high_v8_coverage_single_parent
2026-03-30,SW2014,850782.SI,850782.SI,,,801890.SI,机械设备,0,,ONE_TO_ONE,0,27,27,610,0.044262,1.0,0.044262,high_v8_coverage_single_parent
2026-03-30,SW2014,850783.SI,850783.SI,,,801890.SI,机械设备,0,,ONE_TO_ONE,0,10,10,610,0.016393,1.0,0.016393,high_v8_coverage_single_parent
2026-03-30,SW2014,850784.SI,850784.SI,,,801890.SI,机械设备,0,,ONE_TO_ONE,0,25,25,610,0.040984,1.0,0.040984,high_v8_coverage_single_parent
2026-03-30,SW2014,850812.SI,850812.SI,,,801080.SI,电子,0,,ONE_TO_ONE,0,18,18,509,0.035363,1.0,0.035363,high_v8_coverage_single_parent
2026-03-30,SW2014,850813.SI,850813.SI,,,801080.SI,电子,0,,ONE_TO_ONE,0,24,24,509,0.047151,1.0,0.047151,high_v8_coverage_single_parent
2026-03-30,SW2014,850814.SI,850814.SI,,,801080.SI,电子,0,,ONE_TO_ONE,0,51,51,509,0.100196,1.0,0.100196,high_v8_coverage_single_parent
2026-03-30,SW2014,850815.SI,850815.SI,,,801080.SI,电子,0,,ONE_TO_ONE,0,35,35,509,0.068762,1.0,0.068762,high_v8_coverage_single_parent
