trade_date,total_mainlines,state_counts,top_trend_expansion,top_top_decay,risk_off_flag,row_count_written
2016-10-28,263,"{'RISK_OFF': 192, 'UNKNOWN': 69, 'TOP_DECAY': 2}",N/A,850331.SI(rank=104); 851241.SI(rank=263),YES,263
2016-10-31,263,"{'UNKNOWN': 226, 'RISK_OFF': 37}",N/A,N/A,YES,263
2016-11-01,263,"{'BOTTOM_REPAIR': 241, 'DIFFUSION': 20, 'TOP_DECAY': 2}",N/A,850925.SI(rank=262); 859511.SI(rank=263),NO,263
2016-11-02,263,"{'RISK_OFF': 248, 'UNKNOWN': 15}",N/A,N/A,YES,263
2016-11-03,263,"{'BOTTOM_REPAIR': 244, 'DIFFUSION': 19}",N/A,N/A,NO,263
2016-11-04,263,"{'RISK_OFF': 196, 'UNKNOWN': 67}",N/A,N/A,YES,263
2016-11-07,263,"{'UNKNOWN': 181, 'RISK_OFF': 82}",N/A,N/A,YES,263
2016-11-08,263,"{'BOTTOM_REPAIR': 246, 'DIFFUSION': 15, 'TOP_DECAY': 2}",N/A,851922.SI(rank=262); 850551.SI(rank=263),NO,263
2016-11-09,263,"{'RISK_OFF': 220, 'UNKNOWN': 42, 'TOP_DECAY': 1}",N/A,851532.SI(rank=84),YES,263
2016-11-10,263,"{'BOTTOM_REPAIR': 241, 'DIFFUSION': 22}",N/A,N/A,NO,263
2016-11-11,263,"{'BOTTOM_REPAIR': 251, 'DIFFUSION': 10, 'TOP_DECAY': 2}",N/A,851612.SI(rank=262); 850822.SI(rank=263),NO,263
2016-11-14,263,"{'BOTTOM_REPAIR': 247, 'DIFFUSION': 12, 'TOP_DECAY': 4}",N/A,851610.SI(rank=260); 850232.SI(rank=261); 850331.SI(rank=262); 850344.SI(rank=263),NO,263
2016-11-15,263,"{'BOTTOM_REPAIR': 249, 'DIFFUSION': 12, 'TOP_DECAY': 2}",N/A,851614.SI(rank=262); 850551.SI(rank=263),NO,263
2016-11-16,263,"{'RISK_OFF': 165, 'UNKNOWN': 98}",N/A,N/A,YES,263
2016-11-17,263,"{'RISK_OFF': 131, 'UNKNOWN': 127, 'TOP_DECAY': 5}",N/A,857221.SI(rank=147); 850831.SI(rank=154); 851813.SI(rank=179); 851542.SI(rank=232); 850362.SI(rank=263),YES,263
2016-11-18,263,"{'UNKNOWN': 145, 'RISK_OFF': 115, 'TOP_DECAY': 3}",N/A,858811.SI(rank=146); 851244.SI(rank=147); 850925.SI(rank=170),YES,263
2016-11-21,263,"{'BOTTOM_REPAIR': 248, 'DIFFUSION': 12, 'TOP_DECAY': 3}",N/A,851312.SI(rank=261); 850552.SI(rank=262); 850322.SI(rank=263),NO,263
2016-11-22,263,"{'BOTTOM_REPAIR': 248, 'DIFFUSION': 13, 'TOP_DECAY': 2}",N/A,850135.SI(rank=262); 851316.SI(rank=263),NO,263
2016-11-23,263,"{'RISK_OFF': 233, 'UNKNOWN': 29, 'TOP_DECAY': 1}",N/A,858811.SI(rank=126),YES,263
2016-11-24,263,"{'UNKNOWN': 156, 'RISK_OFF': 105, 'TOP_DECAY': 2}",N/A,851511.SI(rank=172); 857121.SI(rank=263),YES,263
2016-11-25,263,"{'BOTTOM_REPAIR': 254, 'DIFFUSION': 9}",N/A,N/A,NO,263
2016-11-28,263,"{'UNKNOWN': 130, 'RISK_OFF': 129, 'TOP_DECAY': 4}",N/A,857421.SI(rank=136); 851543.SI(rank=137); 857692.SI(rank=149); 857661.SI(rank=164),YES,263
2016-11-29,263,"{'RISK_OFF': 174, 'UNKNOWN': 85, 'TOP_DECAY': 4}",N/A,851112.SI(rank=86); 850771.SI(rank=90); 851631.SI(rank=251); 851564.SI(rank=261),YES,263
2016-11-30,263,"{'UNKNOWN': 195, 'RISK_OFF': 68}",N/A,N/A,YES,263
2016-12-01,263,"{'BOTTOM_REPAIR': 253, 'DIFFUSION': 9, 'TOP_DECAY': 1}",N/A,851423.SI(rank=263),NO,263
2016-12-02,263,"{'RISK_OFF': 241, 'UNKNOWN': 22}",N/A,N/A,YES,263
2016-12-05,263,"{'UNKNOWN': 215, 'RISK_OFF': 48}",N/A,N/A,YES,263
2016-12-06,263,"{'BOTTOM_REPAIR': 256, 'DIFFUSION': 6, 'TOP_DECAY': 1}",N/A,850952.SI(rank=263),NO,263
2016-12-07,263,"{'BOTTOM_REPAIR': 245, 'DIFFUSION': 18}",N/A,N/A,NO,263
2016-12-08,263,"{'RISK_OFF': 237, 'UNKNOWN': 22, 'TOP_DECAY': 4}",N/A,857111.SI(rank=50); 852033.SI(rank=59); 851631.SI(rank=108); 850831.SI(rank=258),YES,263
2016-12-09,262,"{'UNKNOWN': 189, 'RISK_OFF': 73}",N/A,N/A,YES,262
2016-12-12,262,"{'RISK_OFF': 247, 'UNKNOWN': 9, 'TOP_DECAY': 6}",N/A,852031.SI(rank=104); 850331.SI(rank=128); 850341.SI(rank=259); 851711.SI(rank=260); 850522.SI(rank=261),YES,262
2016-12-13,262,"{'BOTTOM_REPAIR': 255, 'DIFFUSION': 7}",N/A,N/A,NO,262
2016-12-14,262,"{'RISK_OFF': 203, 'UNKNOWN': 59}",N/A,N/A,YES,262
2016-12-15,262,"{'BOTTOM_REPAIR': 248, 'DIFFUSION': 13, 'TOP_DECAY': 1}",N/A,850154.SI(rank=262),NO,262
2016-12-16,262,"{'BOTTOM_REPAIR': 246, 'DIFFUSION': 14, 'TOP_DECAY': 2}",N/A,852032.SI(rank=261); 850322.SI(rank=262),NO,262
2016-12-19,263,"{'RISK_OFF': 200, 'UNKNOWN': 59, 'TOP_DECAY': 4}",N/A,857261.SI(rank=60); 852021.SI(rank=68); 857381.SI(rank=114); 850814.SI(rank=262),YES,263
2016-12-20,263,"{'UNKNOWN': 160, 'RISK_OFF': 102, 'TOP_DECAY': 1}",N/A,850321.SI(rank=263),YES,263
2016-12-21,263,"{'BOTTOM_REPAIR': 251, 'DIFFUSION': 12}",N/A,N/A,NO,263
2016-12-22,263,"{'RISK_OFF': 216, 'UNKNOWN': 44, 'TOP_DECAY': 3}",N/A,851922.SI(rank=58); 857251.SI(rank=63); 850142.SI(rank=155),YES,263
2016-12-23,263,"{'RISK_OFF': 191, 'UNKNOWN': 71, 'TOP_DECAY': 1}",N/A,850551.SI(rank=256),YES,263
2016-12-26,263,"{'BOTTOM_REPAIR': 253, 'DIFFUSION': 10}",N/A,N/A,NO,263
2016-12-27,263,"{'RISK_OFF': 154, 'UNKNOWN': 108, 'TOP_DECAY': 1}",N/A,857352.SI(rank=109),YES,263
2016-12-28,263,"{'RISK_OFF': 154, 'UNKNOWN': 106, 'TOP_DECAY': 3}",N/A,850351.SI(rank=122); 851543.SI(rank=259); 850136.SI(rank=263),YES,263
2016-12-29,263,"{'UNKNOWN': 159, 'RISK_OFF': 101, 'TOP_DECAY': 3}",N/A,850372.SI(rank=165); 857381.SI(rank=186); 851761.SI(rank=253),YES,263
2016-12-30,263,"{'UNKNOWN': 205, 'RISK_OFF': 58}",N/A,N/A,YES,263
2017-01-03,263,"{'BOTTOM_REPAIR': 247, 'DIFFUSION': 15, 'TOP_DECAY': 1}",N/A,850372.SI(rank=263),NO,263
2017-01-04,263,"{'BOTTOM_REPAIR': 249, 'DIFFUSION': 14}",N/A,N/A,NO,263
2017-01-05,263,"{'RISK_OFF': 213, 'UNKNOWN': 47, 'TOP_DECAY': 3}",N/A,850936.SI(rank=48); 850442.SI(rank=54); 850831.SI(rank=249),YES,263
2017-01-06,263,"{'RISK_OFF': 174, 'UNKNOWN': 88, 'TOP_DECAY': 1}",N/A,852213.SI(rank=263),YES,263
2017-01-09,263,"{'BOTTOM_REPAIR': 252, 'DIFFUSION': 10, 'TOP_DECAY': 1}",N/A,851251.SI(rank=263),NO,263
2017-01-10,263,"{'RISK_OFF': 200, 'UNKNOWN': 63}",N/A,N/A,YES,263
2017-01-11,263,"{'RISK_OFF': 178, 'UNKNOWN': 84, 'TOP_DECAY': 1}",N/A,857241.SI(rank=262),YES,263
2017-01-12,263,"{'UNKNOWN': 167, 'RISK_OFF': 95, 'TOP_DECAY': 1}",N/A,850521.SI(rank=250),YES,263
2017-01-13,263,"{'RISK_OFF': 145, 'UNKNOWN': 117, 'TOP_DECAY': 1}",N/A,851121.SI(rank=118),YES,263
2017-01-16,263,"{'RISK_OFF': 208, 'UNKNOWN': 53, 'TOP_DECAY': 2}",N/A,851025.SI(rank=69); 857375.SI(rank=263),YES,263
2017-01-17,263,"{'BOTTOM_REPAIR': 245, 'DIFFUSION': 18}",N/A,N/A,NO,263
2017-01-18,263,"{'RISK_OFF': 211, 'UNKNOWN': 50, 'TOP_DECAY': 2}",N/A,850551.SI(rank=107); 857661.SI(rank=120),YES,263
2017-01-19,263,"{'UNKNOWN': 152, 'RISK_OFF': 109, 'TOP_DECAY': 2}",N/A,850321.SI(rank=262); 850135.SI(rank=263),YES,263
2017-01-20,263,"{'BOTTOM_REPAIR': 243, 'DIFFUSION': 20}",N/A,N/A,NO,263
2017-01-23,263,"{'BOTTOM_REPAIR': 243, 'DIFFUSION': 17, 'TOP_DECAY': 3}",N/A,850335.SI(rank=261); 850351.SI(rank=262); 850831.SI(rank=263),NO,263
2017-01-24,263,"{'RISK_OFF': 234, 'UNKNOWN': 28, 'TOP_DECAY': 1}",N/A,851437.SI(rank=257),YES,263
2017-01-25,263,"{'BOTTOM_REPAIR': 251, 'DIFFUSION': 12}",N/A,N/A,NO,263
2017-01-26,263,"{'BOTTOM_REPAIR': 247, 'DIFFUSION': 15, 'TOP_DECAY': 1}",N/A,857236.SI(rank=263),NO,263
2017-02-03,263,"{'UNKNOWN': 227, 'RISK_OFF': 36}",N/A,N/A,YES,263
2017-02-06,263,"{'BOTTOM_REPAIR': 249, 'DIFFUSION': 14}",N/A,N/A,NO,263
2017-02-07,263,"{'RISK_OFF': 223, 'UNKNOWN': 40}",N/A,N/A,YES,263
2017-02-08,263,"{'BOTTOM_REPAIR': 250, 'DIFFUSION': 13}",N/A,N/A,NO,263
2017-02-09,263,"{'BOTTOM_REPAIR': 250, 'DIFFUSION': 12, 'TOP_DECAY': 1}",N/A,851024.SI(rank=263),NO,263
2017-02-10,263,"{'RISK_OFF': 208, 'UNKNOWN': 54, 'TOP_DECAY': 1}",N/A,850926.SI(rank=85),YES,263
2017-02-13,263,"{'BOTTOM_REPAIR': 251, 'DIFFUSION': 12}",N/A,N/A,NO,263
2017-02-14,263,"{'RISK_OFF': 212, 'UNKNOWN': 51}",N/A,N/A,YES,263
2017-02-15,263,"{'RISK_OFF': 163, 'UNKNOWN': 98, 'TOP_DECAY': 2}",N/A,857236.SI(rank=239); 852121.SI(rank=262),YES,263
2017-02-16,263,"{'BOTTOM_REPAIR': 252, 'DIFFUSION': 11}",N/A,N/A,NO,263
2017-02-17,263,"{'RISK_OFF': 230, 'UNKNOWN': 31, 'TOP_DECAY': 2}",N/A,850172.SI(rank=112); 858811.SI(rank=263),YES,263
2017-02-20,263,"{'BOTTOM_REPAIR': 248, 'DIFFUSION': 15}",N/A,N/A,NO,263
2017-02-21,263,"{'BOTTOM_REPAIR': 250, 'DIFFUSION': 13}",N/A,N/A,NO,263
2017-02-22,263,"{'BOTTOM_REPAIR': 254, 'DIFFUSION': 9}",N/A,N/A,NO,263
2017-02-23,263,"{'RISK_OFF': 149, 'UNKNOWN': 112, 'TOP_DECAY': 2}",N/A,850817.SI(rank=185); 850926.SI(rank=191),YES,263
2017-02-24,263,"{'BOTTOM_REPAIR': 252, 'DIFFUSION': 10, 'TOP_DECAY': 1}",N/A,851491.SI(rank=263),NO,263
2017-02-27,263,"{'RISK_OFF': 211, 'UNKNOWN': 48, 'TOP_DECAY': 4}",N/A,857661.SI(rank=55); 851026.SI(rank=82); 852131.SI(rank=89); 850522.SI(rank=245),YES,263
2017-02-28,263,"{'BOTTOM_REPAIR': 251, 'DIFFUSION': 12}",N/A,N/A,NO,263
2017-03-01,263,"{'RISK_OFF': 145, 'UNKNOWN': 117, 'TOP_DECAY': 1}",N/A,850331.SI(rank=126),YES,263
2017-03-02,263,"{'RISK_OFF': 196, 'UNKNOWN': 65, 'TOP_DECAY': 2}",N/A,850372.SI(rank=79); 851027.SI(rank=263),YES,263
2017-03-03,263,"{'BOTTOM_REPAIR': 252, 'DIFFUSION': 10, 'TOP_DECAY': 1}",N/A,850751.SI(rank=263),NO,263
2017-03-06,263,"{'BOTTOM_REPAIR': 246, 'DIFFUSION': 17}",N/A,N/A,NO,263
2017-03-07,263,"{'BOTTOM_REPAIR': 254, 'DIFFUSION': 8, 'TOP_DECAY': 1}",N/A,850154.SI(rank=263),NO,263
2017-03-08,263,"{'RISK_OFF': 190, 'UNKNOWN': 72, 'TOP_DECAY': 1}",N/A,851024.SI(rank=88),YES,263
2017-03-09,263,"{'RISK_OFF': 135, 'UNKNOWN': 127, 'TOP_DECAY': 1}",N/A,851316.SI(rank=262),YES,263
2017-03-10,263,"{'UNKNOWN': 207, 'RISK_OFF': 55, 'TOP_DECAY': 1}",N/A,857431.SI(rank=263),YES,263
2017-03-13,263,"{'BOTTOM_REPAIR': 252, 'DIFFUSION': 11}",N/A,N/A,NO,263
2017-03-14,263,"{'RISK_OFF': 221, 'UNKNOWN': 39, 'TOP_DECAY': 3}",N/A,851524.SI(rank=41); 850372.SI(rank=65); 852214.SI(rank=74),YES,263
2017-03-15,263,"{'UNKNOWN': 167, 'RISK_OFF': 95, 'TOP_DECAY': 1}",N/A,850131.SI(rank=259),YES,263
2017-03-16,263,"{'BOTTOM_REPAIR': 247, 'DIFFUSION': 16}",N/A,N/A,NO,263
2017-03-17,263,"{'RISK_OFF': 248, 'UNKNOWN': 12, 'TOP_DECAY': 3}",N/A,850623.SI(rank=21); 859511.SI(rank=194); 857851.SI(rank=263),YES,263
2017-03-20,263,"{'BOTTOM_REPAIR': 253, 'DIFFUSION': 10}",N/A,N/A,NO,263
2017-03-21,263,"{'RISK_OFF': 148, 'UNKNOWN': 115}",N/A,N/A,YES,263
2017-03-22,263,"{'RISK_OFF': 174, 'UNKNOWN': 88, 'TOP_DECAY': 1}",N/A,851423.SI(rank=154),YES,263
2017-03-23,263,"{'UNKNOWN': 191, 'RISK_OFF': 72}",N/A,N/A,YES,263
2017-03-24,263,"{'BOTTOM_REPAIR': 255, 'DIFFUSION': 8}",N/A,N/A,NO,263
2017-03-27,263,"{'RISK_OFF': 164, 'UNKNOWN': 98, 'TOP_DECAY': 1}",N/A,851312.SI(rank=105),YES,263
2017-03-28,264,"{'UNKNOWN': 151, 'RISK_OFF': 110, 'TOP_DECAY': 3}",N/A,857323.SI(rank=152); 859713.SI(rank=153); 850372.SI(rank=155),YES,264
2017-03-29,264,"{'RISK_OFF': 153, 'UNKNOWN': 107, 'TOP_DECAY': 4}",N/A,852062.SI(rank=108); 850813.SI(rank=258); 851438.SI(rank=263); 851524.SI(rank=264),YES,264
2017-03-30,264,"{'RISK_OFF': 205, 'UNKNOWN': 58, 'TOP_DECAY': 1}",N/A,850337.SI(rank=90),YES,264
2017-03-31,264,"{'BOTTOM_REPAIR': 251, 'DIFFUSION': 13}",N/A,N/A,NO,264
2017-04-05,264,"{'BOTTOM_REPAIR': 245, 'DIFFUSION': 18, 'TOP_DECAY': 1}",N/A,850935.SI(rank=264),NO,264
2017-04-06,264,"{'RISK_OFF': 239, 'UNKNOWN': 23, 'TOP_DECAY': 2}",N/A,850531.SI(rank=24); 850544.SI(rank=37),YES,264
2017-04-07,264,"{'RISK_OFF': 132, 'UNKNOWN': 130, 'TOP_DECAY': 2}",N/A,850741.SI(rank=131); 850812.SI(rank=264),YES,264
2017-04-10,264,"{'RISK_OFF': 179, 'UNKNOWN': 84, 'TOP_DECAY': 1}",N/A,859621.SI(rank=264),YES,264
2017-04-11,264,"{'BOTTOM_REPAIR': 248, 'DIFFUSION': 14, 'TOP_DECAY': 2}",N/A,850135.SI(rank=263); 859511.SI(rank=264),NO,264
2017-04-12,264,"{'RISK_OFF': 222, 'UNKNOWN': 40, 'TOP_DECAY': 2}",N/A,850372.SI(rank=57); 851534.SI(rank=95),YES,264
2017-04-13,264,"{'BOTTOM_REPAIR': 257, 'DIFFUSION': 7}",N/A,N/A,NO,264
2017-04-14,264,"{'RISK_OFF': 226, 'UNKNOWN': 35, 'TOP_DECAY': 3}",N/A,851512.SI(rank=130); 852213.SI(rank=186); 850771.SI(rank=264),YES,264
2017-04-17,264,"{'UNKNOWN': 136, 'RISK_OFF': 125, 'TOP_DECAY': 3}",N/A,850623.SI(rank=159); 850741.SI(rank=168); 850531.SI(rank=247),YES,264
2017-04-18,264,"{'UNKNOWN': 149, 'RISK_OFF': 113, 'TOP_DECAY': 2}",N/A,857236.SI(rank=154); 859511.SI(rank=215),YES,264
2017-04-19,264,"{'UNKNOWN': 155, 'RISK_OFF': 108, 'TOP_DECAY': 1}",N/A,851785.SI(rank=160),YES,264
2017-04-20,264,"{'UNKNOWN': 178, 'RISK_OFF': 81, 'TOP_DECAY': 5}",N/A,857323.SI(rank=183); 850616.SI(rank=185); 851922.SI(rank=196); 850233.SI(rank=258); 850122.SI(rank=262),YES,264
2017-04-21,264,"{'UNKNOWN': 152, 'RISK_OFF': 110, 'TOP_DECAY': 2}",N/A,851522.SI(rank=159); 850703.SI(rank=162),YES,264
2017-04-24,265,"{'RISK_OFF': 230, 'UNKNOWN': 32, 'TOP_DECAY': 3}",N/A,851532.SI(rank=87); 850351.SI(rank=253); 850725.SI(rank=255),YES,265
2017-04-25,265,"{'BOTTOM_REPAIR': 257, 'DIFFUSION': 8}",N/A,N/A,NO,265
2017-04-26,265,"{'BOTTOM_REPAIR': 257, 'DIFFUSION': 8}",N/A,N/A,NO,265
2017-04-27,265,"{'BOTTOM_REPAIR': 252, 'DIFFUSION': 11, 'TOP_DECAY': 2}",N/A,852032.SI(rank=264); 851922.SI(rank=265),NO,265
2017-04-28,265,"{'BOTTOM_REPAIR': 252, 'DIFFUSION': 9, 'TOP_DECAY': 4}",N/A,851131.SI(rank=262); 851042.SI(rank=263); 857251.SI(rank=264); 851027.SI(rank=265),NO,265
2017-05-02,265,"{'RISK_OFF': 173, 'UNKNOWN': 83, 'TOP_DECAY': 9}",N/A,850122.SI(rank=84); 850325.SI(rank=85); 850331.SI(rank=86); 857371.SI(rank=88); 857323.SI(rank=89),YES,265
2017-05-03,265,"{'UNKNOWN': 154, 'RISK_OFF': 110, 'TOP_DECAY': 1}",N/A,850521.SI(rank=161),YES,265
2017-05-04,265,"{'RISK_OFF': 159, 'UNKNOWN': 104, 'TOP_DECAY': 2}",N/A,851711.SI(rank=137); 851244.SI(rank=260),YES,265
2017-05-05,265,"{'RISK_OFF': 170, 'UNKNOWN': 93, 'TOP_DECAY': 2}",N/A,852131.SI(rank=146); 850372.SI(rank=265),YES,265
2017-05-08,265,"{'RISK_OFF': 160, 'UNKNOWN': 105}",N/A,N/A,YES,265
2017-05-09,265,"{'BOTTOM_REPAIR': 255, 'DIFFUSION': 10}",N/A,N/A,NO,265
2017-05-10,265,"{'RISK_OFF': 246, 'UNKNOWN': 16, 'TOP_DECAY': 3}",N/A,852213.SI(rank=190); 852032.SI(rank=227); 857382.SI(rank=265),YES,265
2017-05-11,265,"{'UNKNOWN': 217, 'RISK_OFF': 48}",N/A,N/A,YES,265
2017-05-12,265,"{'UNKNOWN': 177, 'RISK_OFF': 85, 'TOP_DECAY': 3}",N/A,850335.SI(rank=184); 850926.SI(rank=252); 857421.SI(rank=265),YES,265
2017-05-15,265,"{'UNKNOWN': 192, 'RISK_OFF': 72, 'TOP_DECAY': 1}",N/A,859511.SI(rank=193),YES,265
2017-05-16,265,"{'BOTTOM_REPAIR': 247, 'DIFFUSION': 18}",N/A,N/A,NO,265
2017-05-17,265,"{'BOTTOM_REPAIR': 254, 'DIFFUSION': 10, 'TOP_DECAY': 1}",N/A,851761.SI(rank=265),NO,265
2017-05-18,265,"{'RISK_OFF': 194, 'UNKNOWN': 71}",N/A,N/A,YES,265
2017-05-19,265,"{'UNKNOWN': 206, 'RISK_OFF': 59}",N/A,N/A,YES,265
2017-05-22,265,"{'RISK_OFF': 223, 'UNKNOWN': 41, 'TOP_DECAY': 1}",N/A,850721.SI(rank=265),YES,265
2017-05-23,265,"{'RISK_OFF': 192, 'UNKNOWN': 72, 'TOP_DECAY': 1}",N/A,852041.SI(rank=265),YES,265
2017-05-24,265,"{'BOTTOM_REPAIR': 251, 'DIFFUSION': 14}",N/A,N/A,NO,265
2017-05-25,265,"{'BOTTOM_REPAIR': 253, 'DIFFUSION': 11, 'TOP_DECAY': 1}",N/A,850616.SI(rank=265),NO,265
2017-05-26,265,"{'RISK_OFF': 186, 'UNKNOWN': 79}",N/A,N/A,YES,265
2017-05-31,265,"{'RISK_OFF': 137, 'UNKNOWN': 128}",N/A,N/A,YES,265
2017-06-01,265,"{'RISK_OFF': 230, 'UNKNOWN': 32, 'TOP_DECAY': 3}",N/A,857381.SI(rank=242); 850814.SI(rank=264); 857411.SI(rank=265),YES,265
2017-06-02,265,"{'BOTTOM_REPAIR': 256, 'DIFFUSION': 9}",N/A,N/A,NO,265
2017-06-05,265,"{'BOTTOM_REPAIR': 254, 'DIFFUSION': 10, 'TOP_DECAY': 1}",N/A,850142.SI(rank=265),NO,265
2017-06-06,265,"{'BOTTOM_REPAIR': 252, 'DIFFUSION': 11, 'TOP_DECAY': 2}",N/A,857261.SI(rank=264); 851813.SI(rank=265),NO,265
2017-06-07,265,"{'BOTTOM_REPAIR': 243, 'DIFFUSION': 22}",N/A,N/A,NO,265
2017-06-08,265,"{'RISK_OFF': 252, 'UNKNOWN': 12, 'TOP_DECAY': 1}",N/A,852213.SI(rank=174),YES,265
2017-06-09,265,"{'UNKNOWN': 198, 'RISK_OFF': 66, 'TOP_DECAY': 1}",N/A,850614.SI(rank=202),YES,265
2017-06-12,265,"{'RISK_OFF': 217, 'UNKNOWN': 47, 'TOP_DECAY': 1}",N/A,851523.SI(rank=71),YES,265
2017-06-13,265,"{'BOTTOM_REPAIR': 247, 'DIFFUSION': 18}",N/A,N/A,NO,265
2017-06-14,265,"{'RISK_OFF': 237, 'UNKNOWN': 27, 'TOP_DECAY': 1}",N/A,857323.SI(rank=39),YES,265
2017-06-15,265,"{'BOTTOM_REPAIR': 249, 'DIFFUSION': 15, 'TOP_DECAY': 1}",N/A,851241.SI(rank=265),NO,265
2017-06-16,265,"{'RISK_OFF': 235, 'UNKNOWN': 30}",N/A,N/A,YES,265
2017-06-19,265,"{'BOTTOM_REPAIR': 252, 'DIFFUSION': 13}",N/A,N/A,NO,265
2017-06-20,265,"{'RISK_OFF': 198, 'UNKNOWN': 67}",N/A,N/A,YES,265
2017-06-21,265,"{'UNKNOWN': 171, 'RISK_OFF': 94}",N/A,N/A,YES,265
2017-06-22,265,"{'RISK_OFF': 224, 'UNKNOWN': 38, 'TOP_DECAY': 3}",N/A,851522.SI(rank=39); 851041.SI(rank=190); 850335.SI(rank=246),YES,265
2017-06-23,265,"{'UNKNOWN': 233, 'RISK_OFF': 32}",N/A,N/A,YES,265
2017-06-26,265,"{'BOTTOM_REPAIR': 248, 'DIFFUSION': 17}",N/A,N/A,NO,265
2017-06-27,265,"{'BOTTOM_REPAIR': 251, 'DIFFUSION': 13, 'TOP_DECAY': 1}",N/A,851782.SI(rank=265),NO,265
2017-06-28,265,"{'RISK_OFF': 205, 'UNKNOWN': 60}",N/A,N/A,YES,265
2017-06-29,265,"{'BOTTOM_REPAIR': 252, 'DIFFUSION': 13}",N/A,N/A,NO,265
2017-06-30,265,"{'BOTTOM_REPAIR': 252, 'DIFFUSION': 12, 'TOP_DECAY': 1}",N/A,851161.SI(rank=265),NO,265
2017-07-03,263,"{'BOTTOM_REPAIR': 241, 'DIFFUSION': 16, 'TOP_DECAY': 6}",N/A,850151.SI(rank=258); 850372.SI(rank=259); 850713.SI(rank=260); 850822.SI(rank=261); 851232.SI(rank=262),NO,263
2017-07-04,263,"{'RISK_OFF': 239, 'UNKNOWN': 24}",N/A,N/A,YES,263
2017-07-05,263,"{'BOTTOM_REPAIR': 251, 'DIFFUSION': 12}",N/A,N/A,NO,263
2017-07-06,263,"{'RISK_OFF': 214, 'UNKNOWN': 48, 'TOP_DECAY': 1}",N/A,850771.SI(rank=263),YES,263
2017-07-07,263,"{'BOTTOM_REPAIR': 254, 'DIFFUSION': 9}",N/A,N/A,NO,263
2017-07-10,263,"{'RISK_OFF': 191, 'UNKNOWN': 70, 'TOP_DECAY': 2}",N/A,851026.SI(rank=226); 850353.SI(rank=263),YES,263
2017-07-11,263,"{'RISK_OFF': 164, 'UNKNOWN': 99}",N/A,N/A,YES,263
2017-07-12,263,"{'UNKNOWN': 198, 'RISK_OFF': 65}",N/A,N/A,YES,263
2017-07-13,263,"{'UNKNOWN': 166, 'RISK_OFF': 93, 'TOP_DECAY': 4}",N/A,850923.SI(rank=169); 851331.SI(rank=183); 859721.SI(rank=186); 851436.SI(rank=262),YES,263
2017-07-14,263,"{'RISK_OFF': 144, 'UNKNOWN': 118, 'TOP_DECAY': 1}",N/A,850442.SI(rank=127),YES,263
2017-07-17,263,"{'RISK_OFF': 252, 'UNKNOWN': 10, 'TOP_DECAY': 1}",N/A,852213.SI(rank=222),YES,263
2017-07-18,263,"{'BOTTOM_REPAIR': 254, 'DIFFUSION': 9}",N/A,N/A,NO,263
2017-07-19,263,"{'BOTTOM_REPAIR': 251, 'DIFFUSION': 12}",N/A,N/A,NO,263
2017-07-20,263,"{'BOTTOM_REPAIR': 252, 'DIFFUSION': 7, 'TOP_DECAY': 4}",N/A,851922.SI(rank=260); 850232.SI(rank=261); 851524.SI(rank=262); 859622.SI(rank=263),NO,263
2017-07-21,263,"{'RISK_OFF': 154, 'UNKNOWN': 109}",N/A,N/A,YES,263
2017-07-24,263,"{'BOTTOM_REPAIR': 255, 'DIFFUSION': 6, 'TOP_DECAY': 2}",N/A,851121.SI(rank=262); 850351.SI(rank=263),NO,263
2017-07-25,263,"{'RISK_OFF': 185, 'UNKNOWN': 76, 'TOP_DECAY': 2}",N/A,850337.SI(rank=94); 851116.SI(rank=260),YES,263
2017-07-26,263,"{'UNKNOWN': 173, 'RISK_OFF': 88, 'TOP_DECAY': 2}",N/A,851161.SI(rank=175); 857692.SI(rank=177),YES,263
2017-07-27,263,"{'BOTTOM_REPAIR': 255, 'DIFFUSION': 8}",N/A,N/A,NO,263
2017-07-28,263,"{'RISK_OFF': 205, 'UNKNOWN': 58}",N/A,N/A,YES,263
2017-07-31,263,"{'BOTTOM_REPAIR': 255, 'DIFFUSION': 7, 'TOP_DECAY': 1}",N/A,857841.SI(rank=263),NO,263
2017-08-01,263,"{'RISK_OFF': 146, 'UNKNOWN': 113, 'TOP_DECAY': 4}",N/A,850337.SI(rank=116); 850442.SI(rank=146); 859521.SI(rank=262); 850553.SI(rank=263),YES,263
2017-08-02,263,"{'RISK_OFF': 206, 'UNKNOWN': 56, 'TOP_DECAY': 1}",N/A,851610.SI(rank=214),YES,263
2017-08-03,263,"{'BOTTOM_REPAIR': 258, 'DIFFUSION': 5}",N/A,N/A,NO,263
2017-08-04,263,"{'RISK_OFF': 201, 'UNKNOWN': 60, 'TOP_DECAY': 2}",N/A,850814.SI(rank=105); 851325.SI(rank=263),YES,263
2017-08-07,263,"{'BOTTOM_REPAIR': 253, 'DIFFUSION': 10}",N/A,N/A,NO,263
2017-08-08,263,"{'RISK_OFF': 166, 'UNKNOWN': 93, 'TOP_DECAY': 4}",N/A,859951.SI(rank=94); 852311.SI(rank=95); 850321.SI(rank=254); 850322.SI(rank=257),YES,263
2017-08-09,263,"{'UNKNOWN': 148, 'RISK_OFF': 115}",N/A,N/A,YES,263
